1	52.1665	2.24998
2	26.154	4.48778
3	16.9182	6.93773
4	12.2033	9.61819
5	9.75178	12.0361
6	8.44884	13.8923
7	8.25714	14.2148
8	7.32127	16.0319
9	6.23991	18.8101
10	6.33945	18.5148
11	5.62753	20.857
12	4.95216	23.7015
13	4.50146	26.0746
14	4.19648	27.9696
15	4.03124	29.116
16	3.90641	30.0464
17	4.03562	29.0844
18	4.07309	28.8169
19	4.03537	29.0862
20	4.00497	29.307
21	4.01336	29.2457
22	3.60856	32.5265
23	3.53613	33.1927
24	3.41806	34.3393
25	3.3531	35.0045
26	3.28654	35.7134
27	3.36151	34.9169
28	3.43528	34.1671
29	3.34618	35.0769
30	3.27108	35.8822
31	3.24266	36.1967
32	3.18753	36.8227
33	3.16523	37.0822
34	3.10874	37.7561
35	2.99753	39.1568
36	2.90033	40.4691
37	2.97307	39.479
38	3.02932	38.7459
39	2.76221	42.4926
40	2.75377	42.6228
41	3.07084	38.222
42	3.08237	38.0791
43	3.1074	37.7723
44	3.09582	37.9136
45	3.02207	38.8388
46	3.06189	38.3337
47	3.1414	37.3634
48	3.07555	38.1635
49	2.98571	39.3119
50	2.96421	39.5969
51	3.0565	38.4013
52	2.92587	40.1159
53	2.92417	40.1391
54	2.96174	39.63
55	2.99212	39.2275
56	3.00759	39.0258
57	2.93191	40.0331
58	2.86942	40.905
59	2.77535	42.2915
60	2.90941	40.3428
61	2.97943	39.3946
62	2.94398	39.8691
63	2.9242	40.1388
64	3.04324	38.5687
65	3.01049	38.9882
66	3.06942	38.2397
67	3.66946	31.9866
68	2.88839	40.6364
69	2.90915	40.3463
70	3.03945	38.6167
71	3.00937	39.0027
72	3.03033	38.7329
73	3.79179	30.9547
74	3.16893	37.0389
75	3.23239	36.3117
76	3.22744	36.3674
77	4.36375	26.8974
78	3.45739	33.9486
79	3.28081	35.7758
80	3.58179	32.7695
