1	52.7724	2.20347
2	26.4626	4.39422
3	17.6755	6.57874
4	12.9795	8.95897
5	12.3056	9.4496
6	9.56339	12.1591
7	8.98443	12.9427
8	7.64115	15.2179
9	6.87248	16.92
10	6.28235	18.5094
11	5.78991	20.0837
12	5.44337	21.3622
13	5.06508	22.9577
14	5.08056	22.8877
15	5.00843	23.2174
16	4.64183	25.051
17	4.35978	26.6717
18	4.14998	28.0201
19	4.05568	28.6715
20	4.07136	28.5611
21	3.98021	29.2152
22	3.83286	30.3383
23	3.9033	29.7908
24	4.19023	27.7509
25	4.18033	27.8166
26	4.31108	26.973
27	4.2214	27.546
28	4.84514	23.9999
29	4.65179	24.9974
30	4.81098	24.1702
31	3.77866	30.7735
32	3.49266	33.2934
33	3.5062	33.1648
34	3.43658	33.8367
35	3.54642	32.7888
36	3.42901	33.9114
37	3.34113	34.8034
38	3.38721	34.3299
39	3.44286	33.775
40	3.40681	34.1324
41	3.67428	31.6477
42	3.75974	30.9284
43	3.69526	31.468
44	3.68968	31.5156
45	3.59013	32.3895
46	3.62382	32.0884
47	3.5596	32.6673
48	3.54239	32.826
49	3.61026	32.2089
50	3.5226	33.0104
51	3.53714	32.8747
52	3.59416	32.3532
53	3.60287	32.275
54	3.50962	33.1325
55	3.4572	33.635
56	3.46849	33.5254
57	3.44611	33.7431
58	3.42137	33.9872
59	3.48194	33.3959
60	3.15701	36.8331
61	3.09238	37.603
62	3.12849	37.1689
63	3.13925	37.0415
64	3.10496	37.4506
65	3.07862	37.771
66	3.11543	37.3247
67	3.1186	37.2868
68	3.17427	36.6329
69	3.17724	36.5987
70	3.19841	36.3564
71	3.24747	35.8071
72	3.08853	37.6498
73	3.14683	36.9522
74	3.35059	34.7051
75	3.30913	35.14
76	3.32238	34.9998
77	3.1353	37.0882
78	3.45001	33.705
79	3.37107	34.4943
80	3.20822	36.2452
